순번,순위,순위증감,신규진입,영화코드,영화명,개봉일,당일매출액,매출비율,매출증감,매출변화율,누적매출액,당일관객수,관객증감,관객변화율,누적관객수,상영관수,상영횟수,날짜,년월
6,6,3,OLD,20211792,헌트,2022-08-10,14952594,0.7,3572801,31.4,44491563350,1776,226,14.6,4339904,196,290,20220923,2022-09
7,7,4,OLD,20226444,극장판 엄마 까투리: 도시로 간 까투리 가족,2022-09-08,13064600,0.6,3645400,38.7,1379988508,1578,349,28.4,147859,166,187,20220923,2022-09
8,8,2,OLD,20196776,프린세스 아야,2022-09-21,9932700,0.5,875500,9.7,42933799,1414,12,0.9,5479,207,238,20220923,2022-09
9,9,3,OLD,20226879,인생은 뷰티풀: 비타돌체,2022-09-07,26135500,1.2,-941000,-3.5,1449657500,1141,-48,-4.0,43728,15,15,20220923,2022-09
10,10,-2,OLD,20226568,애프터: 에버 해피,2022-09-21,9071200,0.4,-3470200,-27.7,34590600,1062,-719,-40.4,4221,118,280,20220923,2022-09
1,1,0,OLD,20215601,공조2: 인터내셔날,2022-09-07,2127019778,48.4,1075901187,102.4,55372214246,203206,100616,98.1,5376711,1748,6692,20220924,2022-09
2,2,0,OLD,20211472,늑대사냥,2022-09-21,863513635,19.7,341441917,65.4,2673859703,79096,30298,62.1,257754,1226,4420,20220924,2022-09
3,3,0,OLD,20226957,아바타 리마스터링,2022-09-21,609619920,13.9,366772840,151.0,1241142100,37368,23013,160.3,75797,285,1194,20220924,2022-09
4,4,0,OLD,20217826,육사오(6/45),2022-08-24,177684128,4.0,74010328,71.4,19212587163,20078,7426,58.7,1911774,639,1163,20220924,2022-09
5,5,29,OLD,20219628,정직한 후보2,2022-09-28,127303915,2.9,125821915,8490.0,203592915,11368,11200,6666.7,19959,445,790,20220924,2022-09
6,6,-1,OLD,20226751,극장판 5등분의 신부,2022-09-22,85015800,1.9,38076900,81.1,201130700,7499,3471,86.2,17887,88,213,20220924,2022-09
7,7,0,OLD,20226444,극장판 엄마 까투리: 도시로 간 까투리 가족,2022-09-08,70019476,1.6,56954876,435.9,1450007984,7223,5645,357.7,155082,373,495,20220924,2022-09
8,8,15,OLD,20198317,인생은 아름다워,2022-09-28,53749513,1.2,50811513,1729.5,256135108,4799,4527,1664.3,25180,442,717,20220924,2022-09
9,9,-1,OLD,20196776,프린세스 아야,2022-09-21,34354800,0.8,24422100,245.9,77288599,3947,2533,179.1,9426,348,451,20220924,2022-09
10,10,-1,OLD,20226879,인생은 뷰티풀: 비타돌체,2022-09-07,72140000,1.6,46004500,176.0,1521797500,2705,1564,137.1,46433,18,21,20220924,2022-09
